profile,snr_db,confidence_bin,count,success_rate,bler,fallback_rate,avg_queries
A,-4.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
A,-4.0,"(0.1, 0.2]",0,,,,
A,-4.0,"(0.2, 0.3]",0,,,,
A,-4.0,"(0.3, 0.4]",0,,,,
A,-4.0,"(0.4, 0.5]",0,,,,
A,-4.0,"(0.5, 0.6]",0,,,,
A,-4.0,"(0.6, 0.7]",0,,,,
A,-4.0,"(0.7, 0.8]",0,,,,
A,-4.0,"(0.8, 0.9]",0,,,,
A,-4.0,"(0.9, 1.0]",0,,,,
A,-2.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
A,-2.0,"(0.1, 0.2]",0,,,,
A,-2.0,"(0.2, 0.3]",0,,,,
A,-2.0,"(0.3, 0.4]",0,,,,
A,-2.0,"(0.4, 0.5]",0,,,,
A,-2.0,"(0.5, 0.6]",0,,,,
A,-2.0,"(0.6, 0.7]",0,,,,
A,-2.0,"(0.7, 0.8]",0,,,,
A,-2.0,"(0.8, 0.9]",0,,,,
A,-2.0,"(0.9, 1.0]",0,,,,
A,0.0,"(-0.001, 0.1]",1187,0.003369839932603201,0.9983150800336984,0.0016849199663016006,8.27464195450716
A,0.0,"(0.1, 0.2]",5,1.0,0.0,0.2,100.0
A,0.0,"(0.2, 0.3]",2,1.0,1.0,0.0,353.0
A,0.0,"(0.3, 0.4]",1,1.0,1.0,0.0,5.0
A,0.0,"(0.4, 0.5]",0,,,,
A,0.0,"(0.5, 0.6]",1,1.0,0.0,1.0,2683.0
A,0.0,"(0.6, 0.7]",0,,,,
A,0.0,"(0.7, 0.8]",0,,,,
A,0.0,"(0.8, 0.9]",1,1.0,0.0,0.0,2.0
A,0.0,"(0.9, 1.0]",3,1.0,0.0,0.0,2.6666666666666665
A,2.0,"(-0.001, 0.1]",779,0.029525032092426188,0.9730423620025674,0.010269576379974325,50.201540436456995
A,2.0,"(0.1, 0.2]",79,0.26582278481012656,0.7721518987341772,0.0379746835443038,202.25316455696202
A,2.0,"(0.2, 0.3]",53,0.7735849056603774,0.3018867924528302,0.22641509433962265,1124.5471698113208
A,2.0,"(0.3, 0.4]",35,0.8,0.34285714285714286,0.2,1040.2285714285715
A,2.0,"(0.4, 0.5]",25,0.92,0.24,0.08,456.88
A,2.0,"(0.5, 0.6]",32,0.9375,0.125,0.1875,647.40625
A,2.0,"(0.6, 0.7]",34,0.9411764705882353,0.11764705882352941,0.11764705882352941,229.7058823529412
A,2.0,"(0.7, 0.8]",25,1.0,0.0,0.0,15.2
A,2.0,"(0.8, 0.9]",41,1.0,0.024390243902439025,0.04878048780487805,75.36585365853658
A,2.0,"(0.9, 1.0]",97,0.979381443298969,0.041237113402061855,0.05154639175257732,103.64948453608247
A,4.0,"(-0.001, 0.1]",243,0.0205761316872428,0.9835390946502057,0.00411522633744856,14.390946502057613
A,4.0,"(0.1, 0.2]",45,0.2222222222222222,0.8,0.022222222222222223,120.17777777777778
A,4.0,"(0.2, 0.3]",19,0.5263157894736842,0.47368421052631576,0.47368421052631576,2321.6315789473683
A,4.0,"(0.3, 0.4]",20,0.85,0.2,0.15,623.5
A,4.0,"(0.4, 0.5]",23,0.6956521739130435,0.34782608695652173,0.30434782608695654,1491.9130434782608
A,4.0,"(0.5, 0.6]",27,0.8518518518518519,0.18518518518518517,0.2222222222222222,778.9629629629629
A,4.0,"(0.6, 0.7]",21,0.9523809523809523,0.047619047619047616,0.09523809523809523,342.0
A,4.0,"(0.7, 0.8]",34,0.9117647058823529,0.14705882352941177,0.08823529411764706,373.88235294117646
A,4.0,"(0.8, 0.9]",73,0.958904109589041,0.0684931506849315,0.0958904109589041,224.5205479452055
A,4.0,"(0.9, 1.0]",695,0.99568345323741,0.012949640287769784,0.014388489208633094,25.562589928057555
A,6.0,"(-0.001, 0.1]",106,0.009433962264150943,0.9905660377358491,0.0,0.009433962264150943
A,6.0,"(0.1, 0.2]",17,0.0,1.0,0.0,0.0
A,6.0,"(0.2, 0.3]",9,0.5555555555555556,0.5555555555555556,0.4444444444444444,2178.6666666666665
A,6.0,"(0.3, 0.4]",4,0.75,0.25,0.25,1225.5
A,6.0,"(0.4, 0.5]",7,0.7142857142857143,0.2857142857142857,0.2857142857142857,1046.0
A,6.0,"(0.5, 0.6]",7,0.8571428571428571,0.14285714285714285,0.14285714285714285,704.7142857142857
A,6.0,"(0.6, 0.7]",9,0.8888888888888888,0.1111111111111111,0.1111111111111111,386.8888888888889
A,6.0,"(0.7, 0.8]",7,1.0,0.0,0.0,4.0
A,6.0,"(0.8, 0.9]",16,0.9375,0.0625,0.0625,308.3125
A,6.0,"(0.9, 1.0]",1018,0.9980353634577603,0.003929273084479371,0.008840864440078585,12.725933202357563
C,-4.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
C,-4.0,"(0.1, 0.2]",0,,,,
C,-4.0,"(0.2, 0.3]",0,,,,
C,-4.0,"(0.3, 0.4]",0,,,,
C,-4.0,"(0.4, 0.5]",0,,,,
C,-4.0,"(0.5, 0.6]",0,,,,
C,-4.0,"(0.6, 0.7]",0,,,,
C,-4.0,"(0.7, 0.8]",0,,,,
C,-4.0,"(0.8, 0.9]",0,,,,
C,-4.0,"(0.9, 1.0]",0,,,,
C,-2.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
C,-2.0,"(0.1, 0.2]",0,,,,
C,-2.0,"(0.2, 0.3]",0,,,,
C,-2.0,"(0.3, 0.4]",0,,,,
C,-2.0,"(0.4, 0.5]",0,,,,
C,-2.0,"(0.5, 0.6]",0,,,,
C,-2.0,"(0.6, 0.7]",0,,,,
C,-2.0,"(0.7, 0.8]",0,,,,
C,-2.0,"(0.8, 0.9]",0,,,,
C,-2.0,"(0.9, 1.0]",0,,,,
C,0.0,"(-0.001, 0.1]",1189,0.004205214465937763,0.9957947855340622,0.0,0.023549201009251473
C,0.0,"(0.1, 0.2]",5,0.4,0.8,0.0,46.6
C,0.0,"(0.2, 0.3]",0,,,,
C,0.0,"(0.3, 0.4]",2,1.0,0.5,0.0,186.5
C,0.0,"(0.4, 0.5]",2,1.0,0.0,0.0,1.0
C,0.0,"(0.5, 0.6]",2,1.0,0.5,0.0,29.0
C,0.0,"(0.6, 0.7]",0,,,,
C,0.0,"(0.7, 0.8]",0,,,,
C,0.0,"(0.8, 0.9]",0,,,,
C,0.0,"(0.9, 1.0]",0,,,,
C,2.0,"(-0.001, 0.1]",750,0.025333333333333333,0.9786666666666667,0.005333333333333333,27.596
C,2.0,"(0.1, 0.2]",63,0.14285714285714285,0.873015873015873,0.031746031746031744,174.4126984126984
C,2.0,"(0.2, 0.3]",52,0.6730769230769231,0.40384615384615385,0.34615384615384615,1730.8076923076924
C,2.0,"(0.3, 0.4]",37,0.7837837837837838,0.2702702702702703,0.24324324324324326,1018.2162162162163
C,2.0,"(0.4, 0.5]",39,0.8205128205128205,0.2564102564102564,0.20512820512820512,1015.2307692307693
C,2.0,"(0.5, 0.6]",34,0.8529411764705882,0.23529411764705882,0.20588235294117646,789.3235294117648
C,2.0,"(0.6, 0.7]",36,1.0,0.16666666666666666,0.0,49.583333333333336
C,2.0,"(0.7, 0.8]",44,0.9318181818181818,0.18181818181818182,0.11363636363636363,404.97727272727275
C,2.0,"(0.8, 0.9]",46,0.9347826086956522,0.15217391304347827,0.10869565217391304,334.7391304347826
C,2.0,"(0.9, 1.0]",99,1.0,0.050505050505050504,0.050505050505050504,60.505050505050505
C,4.0,"(-0.001, 0.1]",195,0.020512820512820513,0.9846153846153847,0.0,1.1794871794871795
C,4.0,"(0.1, 0.2]",39,0.2564102564102564,0.7435897435897436,0.07692307692307693,283.79487179487177
